1drfA,1drfA,-1.1313708455418237e-05
1drfA,1hfrA,-0.045010726898908615
1drfA,1kmvA,-0.1528068333864212
1drfA,1mvsA,-0.0534832738339901
1drfA,1ohkA,-0.24472226202487946
1drfA,1pd9A,-0.019306734204292297
1drfA,1s3vA,-0.1454550176858902
1drfA,1s3wA,-0.21163584291934967
1drfA,1u72A,-0.03503580018877983
1drfA,1yhoA,-0.1567298024892807
1drfA,2dhfA,-0.08622511476278305
1drfA,3ghwA,-0.06895135343074799
1drfA,3ntzA,-0.029718533158302307
1drfA,3nu0A,-0.04846790432929993
1drfA,3nxtA,-0.4522838890552521
1drfA,3nxvA,-0.20913682878017426
1drfA,3nxyA,-0.22599370777606964
1drfA,3s7aA,-0.15059076249599457
1drfA,4ddrA,-0.2827949523925781
1drfA,4g95A,-0.3105437159538269
1drfA,4kbnA,-0.04996087774634361
1drfA,4kd7A,-0.1179228276014328
1drfA,4kebA,-0.04552478343248367
1drfA,4m6lA,-0.030236108228564262
1hfrA,1drfA,-0.04500909522175789
1hfrA,1hfrA,-1.1313708455418237e-05
1hfrA,1kmvA,-0.18955905735492706
1hfrA,1mvsA,-0.07177591323852539
1hfrA,1ohkA,-0.27163025736808777
1hfrA,1pd9A,-0.057128116488456726
1hfrA,1s3vA,-0.17009779810905457
1hfrA,1s3wA,-0.2060590237379074
1hfrA,1u72A,-0.07676149159669876
1hfrA,1yhoA,-0.13701726496219635
1hfrA,2dhfA,-0.12943986058235168
1hfrA,3ghwA,-0.07723931223154068
1hfrA,3ntzA,-0.04786776378750801
1hfrA,3nu0A,-0.09141135215759277
1hfrA,3nxtA,-0.44073063135147095
1hfrA,3nxvA,-0.20678125321865082
1hfrA,3nxyA,-0.2185545414686203
1hfrA,3s7aA,-0.1467357575893402
1hfrA,4ddrA,-0.2735689878463745
1hfrA,4g95A,-0.30071043968200684
1hfrA,4kbnA,-0.03893885761499405
1hfrA,4kd7A,-0.10872258245944977
1hfrA,4kebA,-0.06443170458078384
1hfrA,4m6lA,-0.05717851594090462
1kmvA,1drfA,-0.15280616283416748
1kmvA,1hfrA,-0.18955889344215393
1kmvA,1kmvA,-1.1313708455418237e-05
1kmvA,1mvsA,-0.18154701590538025
1kmvA,1ohkA,-0.11510329693555832
1kmvA,1pd9A,-0.14337527751922607
1kmvA,1s3vA,-0.06852592527866364
1kmvA,1s3wA,-0.3402450680732727
1kmvA,1u72A,-0.11829657852649689
1kmvA,1yhoA,-0.2120504379272461
1kmvA,2dhfA,-0.08580605685710907
1kmvA,3ghwA,-0.1328052431344986
1kmvA,3ntzA,-0.1429111361503601
1kmvA,3nu0A,-0.10919859260320663
1kmvA,3nxtA,-0.5767351984977722
1kmvA,3nxvA,-0.3332260847091675
1kmvA,3nxyA,-0.3557242155075073
1kmvA,3s7aA,-0.2824108898639679
1kmvA,4ddrA,-0.41171854734420776
1kmvA,4g95A,-0.4386509954929352
1kmvA,4kbnA,-0.20092223584651947
1kmvA,4kd7A,-0.258388876914978
1kmvA,4kebA,-0.17790794372558594
1kmvA,4m6lA,-0.16387103497982025
1mvsA,1drfA,-0.05348558351397514
1mvsA,1hfrA,-0.07177865505218506
1mvsA,1kmvA,-0.18154828250408173
1mvsA,1mvsA,-1.1313708455418237e-05
1mvsA,1ohkA,-0.2844586670398712
1mvsA,1pd9A,-0.04846550151705742
1mvsA,1s3vA,-0.1888413280248642
1mvsA,1s3wA,-0.16605636477470398
1mvsA,1u72A,-0.07468412071466446
1mvsA,1yhoA,-0.20245400071144104
1mvsA,2dhfA,-0.10055920481681824
1mvsA,3ghwA,-0.1195201426744461
1mvsA,3ntzA,-0.07338102906942368
1mvsA,3nu0A,-0.07461230456829071
1mvsA,3nxtA,-0.4078401029109955
1mvsA,3nxvA,-0.1620514690876007
1mvsA,3nxyA,-0.1807970404624939
1mvsA,3s7aA,-0.10485765337944031
1mvsA,4ddrA,-0.23817747831344604
1mvsA,4g95A,-0.2658037543296814
1mvsA,4kbnA,-0.043409883975982666
1mvsA,4kd7A,-0.07744141668081284
1mvsA,4kebA,-0.0083432262763381
1mvsA,4m6lA,-0.024390539154410362
1ohkA,1drfA,-0.24472060799598694
1ohkA,1hfrA,-0.2716290354728699
1ohkA,1kmvA,-0.1151006668806076
1ohkA,1mvsA,-0.2844568192958832
1ohkA,1ohkA,-1.1313708455418237e-05
1ohkA,1pd9A,-0.23990409076213837
1ohkA,1s3vA,-0.10223516821861267
1ohkA,1s3wA,-0.44592350721359253
1ohkA,1u72A,-0.21345309913158417
1ohkA,1yhoA,-0.23324233293533325
1ohkA,2dhfA,-0.19727136194705963
1ohkA,3ghwA,-0.197851300239563
1ohkA,3ntzA,-0.22883746027946472
1ohkA,3nu0A,-0.21131941676139832
1ohkA,3nxtA,-0.6808037757873535
1ohkA,3nxvA,-0.4402976632118225
1ohkA,3nxyA,-0.4609873592853546
1ohkA,3s7aA,-0.38700926303863525
1ohkA,4ddrA,-0.5167853236198425
1ohkA,4g95A,-0.5437303185462952
1ohkA,4kbnA,-0.2935667634010315
1ohkA,4kd7A,-0.35896623134613037
1ohkA,4kebA,-0.27927613258361816
1ohkA,4m6lA,-0.2633478343486786
1pd9A,1drfA,-0.019307032227516174
1pd9A,1hfrA,-0.057129498571157455
1pd9A,1kmvA,-0.14337605237960815
1pd9A,1mvsA,-0.04846307262778282
1pd9A,1ohkA,-0.23990580439567566
1pd9A,1pd9A,-1.1313708455418237e-05
1pd9A,1s3vA,-0.14185379445552826
1pd9A,1s3wA,-0.21307438611984253
1pd9A,1u72A,-0.030802037566900253
1pd9A,1yhoA,-0.16492411494255066
1pd9A,2dhfA,-0.07373231649398804
1pd9A,3ghwA,-0.073560431599617
1pd9A,3ntzA,-0.02977142482995987
1pd9A,3nu0A,-0.03744501620531082
1pd9A,3nxtA,-0.4539371430873871
1pd9A,3nxvA,-0.209639772772789
1pd9A,3nxyA,-0.22760693728923798
1pd9A,3s7aA,-0.15169313549995422
1pd9A,4ddrA,-0.28475287556648254
1pd9A,4g95A,-0.31237441301345825
1pd9A,4kbnA,-0.05828200280666351
1pd9A,4kd7A,-0.12062062323093414
1pd9A,4kebA,-0.04162116348743439
1pd9A,4m6lA,-0.024633852764964104
1s3vA,1drfA,-0.145453080534935
1s3vA,1hfrA,-0.17009657621383667
1s3vA,1kmvA,-0.0685233548283577
1s3vA,1mvsA,-0.18883919715881348
1s3vA,1ohkA,-0.10223639756441116
1s3vA,1pd9A,-0.1418517678976059
1s3vA,1s3vA,-1.1313708455418237e-05
1s3vA,1s3wA,-0.35276371240615845
1s3vA,1u72A,-0.11683645099401474
1s3vA,1yhoA,-0.152479350566864
1s3vA,2dhfA,-0.11717076599597931
1s3vA,3ghwA,-0.09645802527666092
1s3vA,3ntzA,-0.12777447700500488
1s3vA,3nu0A,-0.11852457374334335
1s3vA,3nxtA,-0.5906901955604553
1s3vA,3nxvA,-0.34852367639541626
1s3vA,3nxyA,-0.367475301027298
1s3vA,3s7aA,-0.29229986667633057
1s3vA,4ddrA,-0.4239810109138489
1s3vA,4g95A,-0.45132020115852356
1s3vA,4kbnA,-0.19362889230251312
1s3vA,4kd7A,-0.2615567743778229
1s3vA,4kebA,-0.18281766772270203
1s3vA,4m6lA,-0.16616182029247284
1s3wA,1drfA,-0.21163798868656158
1s3wA,1hfrA,-0.20606158673763275
1s3wA,1kmvA,-0.34024670720100403
1s3wA,1mvsA,-0.16605836153030396
1s3wA,1ohkA,-0.44592544436454773
1s3wA,1pd9A,-0.21307648718357086
1s3wA,1s3vA,-0.3527657985687256
1s3wA,1s3wA,-1.1313708455418237e-05
1s3wA,1u72A,-0.23754838109016418
1s3wA,1yhoA,-0.3373090326786041
1s3wA,2dhfA,-0.255607932806015
1s3wA,3ghwA,-0.2766643166542053
1s3wA,3ntzA,-0.23341265320777893
1s3wA,3nu0A,-0.237551748752594
1s3wA,3nxtA,-0.24485482275485992
1s3wA,3nxvA,-0.015379066579043865
1s3wA,3nxyA,-0.01637415774166584
1s3wA,3s7aA,-0.061845555901527405
1s3wA,4ddrA,-0.07301103323698044
1s3wA,4g95A,-0.10098005086183548
1s3wA,4kbnA,-0.169732466340065
1s3wA,4kd7A,-0.09815335273742676
1s3wA,4kebA,-0.17191164195537567
1s3wA,4m6lA,-0.18860556185245514
1u72A,1drfA,-0.035035524517297745
1u72A,1hfrA,-0.07676231861114502
1u72A,1kmvA,-0.11829739063978195
1u72A,1mvsA,-0.0746823400259018
1u72A,1ohkA,-0.2134549617767334
1u72A,1pd9A,-0.03080153651535511
1u72A,1s3vA,-0.11683877557516098
1u72A,1s3wA,-0.2375464290380478
1u72A,1u72A,-1.1313708455418237e-05
1u72A,1yhoA,-0.16144585609436035
1u72A,2dhfA,-0.056299589574337006
1u72A,3ghwA,-0.06274176388978958
1u72A,3ntzA,-0.038688331842422485
1u72A,3nu0A,-0.019451690837740898
1u72A,3nxtA,-0.4787217676639557
1u72A,3nxvA,-0.2334185540676117
1u72A,3nxyA,-0.2525242865085602
1u72A,3s7aA,-0.17695550620555878
1u72A,4ddrA,-0.30951595306396484
1u72A,4g95A,-0.3372449576854706
1u72A,4kbnA,-0.0840572640299797
1u72A,4kd7A,-0.14752061665058136
1u72A,4kebA,-0.06845828890800476
1u72A,4m6lA,-0.05230860412120819
1yhoA,1drfA,-0.15672655403614044
1yhoA,1hfrA,-0.13701407611370087
1yhoA,1kmvA,-0.21204853057861328
1yhoA,1mvsA,-0.20245087146759033
1yhoA,1ohkA,-0.23324188590049744
1yhoA,1pd9A,-0.16492098569869995
1yhoA,1s3vA,-0.15247786045074463
1yhoA,1s3wA,-0.3373061716556549
1yhoA,1u72A,-0.16144277155399323
1yhoA,1yhoA,-1.1313708455418237e-05
1yhoA,2dhfA,-0.206714928150177
1yhoA,3ghwA,-0.10001233965158463
1yhoA,3ntzA,-0.13570715487003326
1yhoA,3nu0A,-0.17740005254745483
1yhoA,3nxtA,-0.5588308572769165
1yhoA,3nxvA,-0.3398168981075287
1yhoA,3nxyA,-0.3481348752975464
1yhoA,3s7aA,-0.2808699905872345
1yhoA,4ddrA,-0.3996571898460388
1yhoA,4g95A,-0.42531588673591614
1yhoA,4kbnA,-0.17579269409179688
1yhoA,4kd7A,-0.24216727912425995
1yhoA,4kebA,-0.19462411105632782
1yhoA,4m6lA,-0.1813926100730896
2dhfA,1drfA,-0.08622590452432632
2dhfA,1hfrA,-0.12944094836711884
2dhfA,1kmvA,-0.08580807596445084
2dhfA,1mvsA,-0.10055866092443466
2dhfA,1ohkA,-0.19727376103401184
2dhfA,1pd9A,-0.07373316586017609
2dhfA,1s3vA,-0.11717375367879868
2dhfA,1s3wA,-0.25560644268989563
2dhfA,1u72A,-0.056300971657037735
2dhfA,1yhoA,-0.20671771466732025
2dhfA,2dhfA,-1.1313708455418237e-05
2dhfA,3ghwA,-0.10781882703304291
2dhfA,3ntzA,-0.08897792547941208
2dhfA,3nu0A,-0.03842615336179733
2dhfA,3nxtA,-0.4942728579044342
2dhfA,3nxvA,-0.24838842451572418
2dhfA,3nxyA,-0.2712762951850891
2dhfA,3s7aA,-0.19817085564136505
2dhfA,4ddrA,-0.32754021883010864
2dhfA,4g95A,-0.35469406843185425
2dhfA,4kbnA,-0.12784992158412933
2dhfA,4kd7A,-0.1766553670167923
2dhfA,4kebA,-0.09833503514528275
2dhfA,4m6lA,-0.0873374193906784
3ghwA,1drfA,-0.06894836574792862
3ghwA,1hfrA,-0.07723759114742279
3ghwA,1kmvA,-0.1328044831752777
3ghwA,1mvsA,-0.11951738595962524
3ghwA,1ohkA,-0.19785231351852417
